user_id,name_of_the_game,behavior_name,hours_if_behavior_is_play,1.0_if_behavior_is_purchase
53875128,"Batman Arkham Asylum GOTY Edition",purchase,1.0,0
53875128,"Batman Arkham Asylum GOTY Edition",play,8.9,0
53875128,"Gunpoint",purchase,1.0,0
53875128,"Gunpoint",play,8.6,0
53875128,"Rebuild 3 Gangs of Deadsville",purchase,1.0,0
53875128,"Rebuild 3 Gangs of Deadsville",play,8.4,0
53875128,"Recettear An Item Shop's Tale",purchase,1.0,0
53875128,"Recettear An Item Shop's Tale",play,8.3,0
53875128,"Metro 2033",purchase,1.0,0
53875128,"Metro 2033",play,7.8,0
53875128,"Monaco",purchase,1.0,0
53875128,"Monaco",play,7.6,0
53875128,"Fallout New Vegas",purchase,1.0,0
53875128,"Fallout New Vegas",play,7.5,0
53875128,"Overgrowth",purchase,1.0,0
53875128,"Overgrowth",play,7.3,0
53875128,"Assassin's Creed III",purchase,1.0,0
53875128,"Assassin's Creed III",play,7.2,0
53875128,"Ori and the Blind Forest",purchase,1.0,0
53875128,"Ori and the Blind Forest",play,7.0,0
53875128,"Far Cry 3 Blood Dragon",purchase,1.0,0
53875128,"Far Cry 3 Blood Dragon",play,6.7,0
53875128,"Burnout Paradise The Ultimate Box",purchase,1.0,0
53875128,"Burnout Paradise The Ultimate Box",play,6.6,0
53875128,"PROTOTYPE 2",purchase,1.0,0
53875128,"PROTOTYPE 2",play,6.4,0
53875128,"Game Dev Tycoon",purchase,1.0,0
53875128,"Game Dev Tycoon",play,6.4,0
53875128,"Sniper Elite 3",purchase,1.0,0
53875128,"Sniper Elite 3",play,6.2,0
53875128,"Gratuitous Space Battles",purchase,1.0,0
53875128,"Gratuitous Space Battles",play,6.0,0
53875128,"Sid Meier's Civilization V",purchase,1.0,0
53875128,"Sid Meier's Civilization V",play,5.9,0
53875128,"Rogue Legacy",purchase,1.0,0
53875128,"Rogue Legacy",play,5.7,0
53875128,"Plague Inc Evolved",purchase,1.0,0
53875128,"Plague Inc Evolved",play,5.6,0
53875128,"From Dust",purchase,1.0,0
53875128,"From Dust",play,5.6,0
53875128,"Next Car Game Wreckfest",purchase,1.0,0
53875128,"Next Car Game Wreckfest",play,5.5,0
53875128,"Rivals of Aether",purchase,1.0,0
53875128,"Rivals of Aether",play,5.5,0
53875128,"Half-Life 2 Episode Two",purchase,1.0,0
53875128,"Half-Life 2 Episode Two",play,5.5,0
53875128,"Rise of Nations Extended Edition",purchase,1.0,0
53875128,"Rise of Nations Extended Edition",play,5.2,0
53875128,"Nidhogg",purchase,1.0,0
53875128,"Nidhogg",play,4.9,0
53875128,"Spec Ops The Line",purchase,1.0,0
53875128,"Spec Ops The Line",play,4.4,0
53875128,"Dishonored",purchase,1.0,0
53875128,"Dishonored",play,4.3,0
53875128,"Half-Life 2 Episode One",purchase,1.0,0
53875128,"Half-Life 2 Episode One",play,4.2,0
53875128,"Wolfenstein The New Order",purchase,1.0,0
53875128,"Wolfenstein The New Order",play,4.0,0
53875128,"Distance",purchase,1.0,0
53875128,"Distance",play,4.0,0
53875128,"Epic Battle Fantasy 4",purchase,1.0,0
53875128,"Epic Battle Fantasy 4",play,4.0,0
53875128,"Metro Last Light",purchase,1.0,0
53875128,"Metro Last Light",play,3.7,0
53875128,"Miasmata",purchase,1.0,0
53875128,"Miasmata",play,3.4,0
53875128,"Dead Space",purchase,1.0,0
53875128,"Dead Space",play,3.3,0
53875128,"Hotline Miami",purchase,1.0,0
53875128,"Hotline Miami",play,3.2,0
53875128,"NOT A HERO",purchase,1.0,0
53875128,"NOT A HERO",play,3.0,0
53875128,"Receiver",purchase,1.0,0
53875128,"Receiver",play,2.9,0
53875128,"Crypt of the NecroDancer",purchase,1.0,0
53875128,"Crypt of the NecroDancer",play,2.8,0
53875128,"Portal",purchase,1.0,0
53875128,"Portal",play,2.8,0
53875128,"F.E.A.R. 2 Project Origin",purchase,1.0,0
53875128,"F.E.A.R. 2 Project Origin",play,2.8,0
53875128,"NaissanceE",purchase,1.0,0
53875128,"NaissanceE",play,2.7,0
53875128,"SteamWorld Dig",purchase,1.0,0
53875128,"SteamWorld Dig",play,2.6,0
53875128,"Kairo",purchase,1.0,0
53875128,"Kairo",play,2.5,0
53875128,"SNOW",purchase,1.0,0
53875128,"SNOW",play,2.5,0
53875128,"The Binding of Isaac",purchase,1.0,0
53875128,"The Binding of Isaac",play,2.4,0
53875128,"LEGO The Lord of the Rings",purchase,1.0,0
53875128,"LEGO The Lord of the Rings",play,2.2,0
53875128,"METAL GEAR RISING REVENGEANCE",purchase,1.0,0
53875128,"METAL GEAR RISING REVENGEANCE",play,2.2,0
53875128,"Starpoint Gemini 2",purchase,1.0,0
53875128,"Starpoint Gemini 2",play,2.0,0
53875128,"The Vanishing of Ethan Carter",purchase,1.0,0
53875128,"The Vanishing of Ethan Carter",play,1.9,0
53875128,"Goat Simulator",purchase,1.0,0
53875128,"Goat Simulator",play,1.9,0
53875128,"Mass Effect",purchase,1.0,0
53875128,"Mass Effect",play,1.9,0
53875128,"Arma 2 Operation Arrowhead",purchase,1.0,0
53875128,"Arma 2 Operation Arrowhead",play,1.8,0
53875128,"METAL GEAR SOLID V GROUND ZEROES",purchase,1.0,0
53875128,"METAL GEAR SOLID V GROUND ZEROES",play,1.8,0
53875128,"Banished",purchase,1.0,0
53875128,"Banished",play,1.8,0
53875128,"DiRT Showdown",purchase,1.0,0
53875128,"DiRT Showdown",play,1.7,0
53875128,"Left 4 Dead",purchase,1.0,0
53875128,"Left 4 Dead",play,1.7,0
53875128,"Sonic Adventure 2 ",purchase,1.0,0
53875128,"Sonic Adventure 2 ",play,1.6,0
53875128,"Grand Theft Auto IV",purchase,1.0,0
53875128,"Grand Theft Auto IV",play,1.5,0
53875128,"Battlestations Midway",purchase,1.0,0
53875128,"Battlestations Midway",play,1.4,0
53875128,"HOARD",purchase,1.0,0
53875128,"HOARD",play,1.4,0
